,state,country,lat,long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20
58,Hebei,China,39.549,116.1306,1,0,1,7,12,17,32,47,64,81,95,100,109,121,128,143,149,164,170,175,189,195,194,193,187,192,176,166,150,133,119,100,86,71,57,45,37,35,30,18,16,12,11,8,7,5,5,5,5,5,4,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,5,7,9,10,10,11,11,9,9,8,8,8,8,8,7,7,7,6,6,6,5,5,5,5,4,4,4,4,4,4,4,4,4,4
59,Heilongjiang,China,47.861999999999995,127.7615,0,2,3,8,14,20,32,37,42,57,76,91,117,149,181,216,262,277,287,294,324,339,353,361,346,355,361,342,338,328,292,263,246,241,225,219,197,184,166,125,111,101,94,89,72,65,56,38,34,33,28,23,22,16,14,13,10,10,8,8,5,6,3,3,2,2,2,2,2,2,2,6,7,9,22,42,62,86,126,155,178,201,257,336,358,377,388,407,413,420,425,429,430,409,411,367,340,339,339,344,326,327,274
60,Henan,China,33.882,113.61399999999999,5,5,9,32,82,127,167,203,274,347,417,481,548,646,715,793,825,861,874,876,880,881,863,816,808,778,721,716,670,609,512,421,384,309,250,219,184,140,81,52,45,19,16,11,6,6,3,3,3,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,3,3,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Hong Kong,China,22.3,114.2,0,2,2,5,8,8,8,10,10,12,13,15,15,16,20,23,24,25,28,37,48,48,51,54,54,54,57,59,56,60,61,61,61,58,63,65,66,62,60,58,62,61,66,60,59,55,53,53,52,58,59,53,58,60,67,70,85,109,154,171,213,252,281,304,339,405,445,525,555,582,614,651,668,685,680,694,715,692,676,676,660,640,645,574,554,528,484,452,419,391,375,351,332,306,280,261,246,222,203,187,176,171,156
62,Hubei,China,30.9756,112.2707,399,399,494,689,964,1302,3349,3341,4651,5461,6736,10532,12722,15677,18483,20677,23139,24881,26965,28532,29659,29612,43437,48175,49030,49847,50338,50633,49665,48510,48637,46439,46395,45044,43252,41603,39572,36829,34617,32610,30366,28174,25904,23972,22628,21207,19486,18247,16993,15593,14407,13171,11755,10421,9557,8685,7751,6988,6285,5715,5214,4768,4317,3827,3431,2895,2526,2049,1726,1461,1283,1132,987,834,648,577,518,448,401,351,320,303,244,219,179,146,129,122,109,105,102,97,47,23,12,0,0,0,0,0,0,0,0
63,Hunan,China,27.6104,111.7088,4,9,24,43,69,100,143,221,275,330,381,447,499,562,607,630,660,646,651,670,664,640,627,622,574,537,505,476,443,372,346,317,298,281,244,229,209,183,168,148,127,108,98,76,59,54,46,35,24,19,15,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,Inner Mongolia,China,44.0935,113.9448,0,0,1,7,7,11,15,16,19,19,22,26,33,34,39,42,45,47,49,53,53,54,55,59,61,62,64,65,65,59,58,49,48,41,40,37,32,30,26,23,21,15,11,9,9,7,4,4,4,3,3,3,3,3,1,1,1,0,0,0,0,0,0,2,14,17,19,20,22,32,36,42,42,42,42,43,46,49,46,48,75,105,106,98,95,98,89,88,88,89,85,85,85,82,76,68,53,52,49,48,46,46,44
65,Jiangsu,China,32.9711,119.455,1,5,9,17,32,46,69,98,128,163,196,229,263,296,318,339,365,388,397,411,422,418,431,436,418,399,368,349,313,275,258,230,213,179,173,153,133,116,108,95,88,69,54,48,37,25,19,10,4,4,2,1,1,0,0,0,0,0,0,0,2,2,5,7,9,10,10,13,14,15,15,16,19,19,18,18,18,18,18,17,16,15,15,12,11,11,10,10,10,10,9,8,7,7,7,7,7,6,5,3,3,3,3
66,Jiangxi,China,27.614,115.7221,2,7,18,18,36,70,106,106,157,233,277,321,373,456,521,563,616,643,667,665,675,691,701,712,702,684,654,622,571,500,444,378,320,288,250,214,179,144,123,103,84,64,50,33,25,18,15,11,7,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,Jilin,China,43.6661,126.1923,0,1,3,4,4,6,8,9,13,13,16,22,30,41,52,55,60,64,65,66,62,60,59,60,61,58,54,52,52,47,45,38,36,32,29,27,25,19,17,14,9,9,6,4,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,2,4,5,5,5,5,5,5,5,5,5,5,4,4,2,1,2,3,3,5,5,4,4,6,6,8,7,8,9,9,10,10,10,11,9,9,9,8
68,Liaoning,China,41.2956,122.6085,2,3,4,17,21,27,34,38,40,47,63,69,73,79,85,89,92,97,95,95,92,95,94,89,87,80,77,67,65,61,59,54,47,40,37,32,27,27,24,18,18,18,18,18,18,17,15,15,13,13,12,12,11,10,9,4,2,2,2,2,1,1,1,1,2,2,6,8,10,13,14,15,15,14,14,12,12,11,10,10,10,7,7,5,5,3,4,2,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0
69,Macau,China,22.1667,113.55,1,2,2,2,5,6,7,7,7,7,7,8,8,10,10,9,9,9,9,9,9,8,7,7,7,5,5,5,5,4,4,4,4,4,3,3,2,2,2,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,5,7,7,8,14,14,15,20,21,23,27,27,28,31,31,31,33,33,34,34,34,35,35,35,35,32,32,32,29,29,29,28,25,23,21,19,18,18,17,14,13,12,11,10,10,8,6
70,Ningxia,China,37.2692,106.1655,1,1,2,3,4,7,11,12,17,21,26,28,30,33,33,39,38,30,32,36,31,34,40,43,37,37,35,28,29,27,23,23,15,13,10,6,4,4,4,4,5,5,6,6,4,4,4,4,4,3,3,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Qinghai,China,35.7452,95.9956,0,0,0,1,1,6,6,6,8,8,9,11,13,15,14,15,15,15,15,15,13,9,7,7,5,5,5,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Shaanxi,China,35.1917,108.8701,0,3,5,15,22,35,46,56,63,87,101,116,128,140,159,164,167,175,183,183,187,182,183,176,172,165,161,151,140,126,110,95,81,71,58,52,49,45,37,36,28,28,21,20,18,18,17,17,17,12,11,11,11,11,10,7,6,6,7,6,6,6,6,7,8,8,8,8,8,8,10,10,8,8,8,7,7,7,7,7,5,5,5,5,2,2,1,1,1,1,21,23,23,30,30,30,30,50,50,49,49,48,40
73,Shandong,China,36.3427,118.1498,2,6,15,27,46,75,95,129,157,182,203,224,252,264,292,320,349,372,380,399,406,403,402,385,374,362,348,329,310,288,464,444,429,407,395,373,363,345,329,309,292,241,236,174,134,125,110,52,33,28,20,14,12,12,7,8,8,7,7,8,10,10,9,10,12,13,13,13,13,14,14,15,17,16,17,18,19,21,20,20,20,20,19,18,16,16,19,15,15,15,15,14,14,13,13,12,12,9,8,8,8,8,8
74,Shanghai,China,31.201999999999998,121.4491,9,16,19,32,38,49,61,90,106,125,158,171,192,206,227,231,246,244,248,250,250,253,252,227,201,187,171,155,145,133,121,105,83,71,65,62,58,55,47,44,42,41,37,33,33,26,25,24,22,21,20,19,26,26,27,30,32,34,42,50,72,71,80,98,115,129,146,153,155,163,169,173,172,167,142,141,126,118,123,113,110,154,165,143,130,132,109,109,107,101,101,98,101,76,77,67,56,54,43,46,33,33,33
75,Shanxi,China,37.5777,112.2922,1,1,1,6,9,13,27,26,34,38,46,63,72,77,76,84,89,94,94,94,94,93,90,89,82,79,77,70,63,56,54,51,44,39,35,29,26,21,19,17,14,9,9,7,7,7,7,6,2,2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,3,3,3,4,4,4,4,5,5,5,29,32,34,37,37,38,38,51,59,62,62,62,62,57,57,55,48,43,40,37,37,33,25,25,21,18
76,Sichuan,China,30.6171,102.7103,5,8,15,28,44,69,90,106,140,175,203,219,239,267,276,289,301,303,314,324,331,343,346,348,350,347,336,336,323,300,291,273,262,248,237,221,210,197,184,170,149,141,129,111,94,82,72,70,58,48,38,33,25,20,20,17,12,1,2,3,4,4,6,8,8,9,9,11,11,11,12,14,15,16,16,16,16,16,16,11,10,10,9,9,7,5,5,5,4,4,4,2,0,0,0,0,0,0,0,0,0,0,0
77,Tianjin,China,39.3054,117.323,4,4,8,10,14,23,24,27,31,32,41,47,59,65,66,76,78,83,86,86,94,99,95,86,82,76,76,77,73,69,67,67,51,45,41,36,31,31,24,22,22,9,9,5,5,5,5,3,2,2,1,1,1,0,0,0,0,1,1,1,1,5,9,9,15,19,25,30,38,36,38,38,37,33,33,33,26,25,27,22,19,19,17,14,11,11,13,13,12,12,10,10,7,6,5,5,5,4,4,3,2,2,1
78,Tibet,China,31.6927,88.0924,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,Xinjiang,China,41.1129,85.2401,0,2,2,3,4,5,10,13,14,17,18,21,24,29,32,36,39,42,45,49,52,56,56,58,59,58,62,63,55,53,51,49,46,44,44,40,31,21,11,9,7,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,Yunnan,China,24.974,101.48700000000001,1,2,5,11,16,26,44,55,70,82,91,102,112,117,123,126,126,121,123,130,133,128,129,126,126,129,124,115,111,93,76,65,57,48,43,28,22,16,15,9,4,3,3,3,2,2,2,2,2,2,2,2,0,0,2,2,2,2,2,2,2,2,2,2,4,6,6,6,6,8,8,9,10,10,10,10,9,9,9,9,8,8,8,7,6,6,5,5,4,4,4,4,2,3,2,2,2,2,2,2,2,2,2
81,Zhejiang,China,29.1832,120.0934,10,27,42,61,103,127,170,293,424,524,578,629,681,767,817,860,883,873,874,850,847,810,785,752,734,711,664,637,570,541,523,485,444,422,396,337,272,229,188,158,136,119,98,90,67,60,53,38,23,19,17,17,15,19,14,15,15,15,14,16,18,16,18,19,20,24,25,28,29,30,30,29,31,32,32,33,34,33,31,31,30,28,27,24,23,23,21,21,20,18,16,15,11,11,10,9,6,5,4,3,2,2,2
82,,Colombia,4.5709,-74.2973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,9,9,13,22,34,54,64,92,101,127,195,226,271,369,458,477,523,592,682,771,859,1009,1087,1187,1289,1362,1445,1630,1877,1980,2196,2395,2397,2421,2498,2522,2539,2652,2652,2902,2984,3149,3280,3419,3653,3842,4002,4134,4412,4518,4775,5141,5295,5606
83,,Congo (Brazzaville),-4.0383,21.7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,3,4,4,4,4,4,4,19,19,19,19,18,18,18,38,38,38,38,50,50,50,50,50,50,101,101,126,126,126,138,143,164,164,175,175,175,175,180,180,192,195,195,195
84,,Congo (Kinshasa),-4.0383,21.7587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,3,4,14,18,22,29,35,43,46,48,46,57,57,71,88,97,118,118,133,133,138,153,153,153,182,187,198,198,201,212,222,239,256,276,280,290,289,305,321,339,364,381,385,402,468,497,566,566
85,,Costa Rica,9.7489,-83.7534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,9,9,13,22,23,26,27,35,41,50,68,88,113,130,154,173,197,227,258,290,309,324,341,369,388,403,420,436,447,457,470,506,513,525,536,547,549,555,564,557,554,543,532,513,495,484,465,445,425,404,393,384,375,364,355,347
86,,Cote d'Ivoire,7.54,-5.5471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,4,5,8,8,13,13,24,71,77,93,98,98,160,161,171,180,178,198,219,221,279,305,333,389,389,471,484,531,518,518,502,489,554,578,578,600,628,631,644,644,668,651,644,667,687,721,725,728
87,,Croatia,45.1,15.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,5,6,7,7,9,10,10,11,12,12,12,14,19,19,31,37,48,55,61,77,99,122,200,248,309,376,419,470,546,607,655,717,794,884,916,979,995,1042,1076,1097,1145,1168,1243,1190,1204,1225,1258,1235,1227,1178,1178,1115,1063,1059,1033,1048,976,928,872,814,752,707,659,589,548,528
88,,Diamond Princess,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,61,64,135,135,175,175,218,285,355,454,542,620,631,631,631,688,688,688,691,691,689,689,689,689,690,690,690,660,660,660,660,660,374,374,374,374,374,374,374,380,380,380,379,379,379,377,115,105,105,105,99,99,99,98,82,82,82,82,82,82,82,82,82,82,82,82,61,61,56,55,55,55,55,55,55,54,54,54,54,54,54,54,54,54,54,54
89,,Cuba,22.0,-80.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,4,4,5,6,10,15,20,34,39,46,55,64,74,112,132,162,172,194,214,248,267,297,323,358,418,472,498,527,559,584,613,639,664,700,727,746,766,790,808,827,820,849,814,808,804,792,759,759,780,755
90,,Cyprus,35.1264,33.4299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,14,26,26,33,46,49,67,67,84,91,112,118,126,139,142,159,194,201,231,283,318,357,382,400,411,438,465,501,527,545,557,585,618,638,646,661,670,674,679,674,679,684,692,648,655,659,674,680,539,546,553,561
91,,Czechia,49.8175,15.472999999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,12,18,19,31,31,41,91,94,141,189,253,295,393,461,691,829,989,1113,1229,1381,1638,1906,2259,2609,2790,2953,3232,3408,3747,3966,4335,4424,4623,4757,4980,5156,5267,5291,5389,5397,5308,5231,5292,5202,5198,5262,5147,5079,4935,4825,4688,4681,4639,4396,4329,4244,4132,4125,4049,3946
92,Faroe Islands,Denmark,61.8926,-6.9118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,9,11,18,47,58,72,80,92,115,118,89,94,93,90,101,89,98,95,98,96,88,88,82,76,64,53,48,39,39,27,27,21,18,15,13,11,9,9,7,7,9,9,9,9,9,6,6,3,3,3,2
93,Greenland,Denmark,71.7069,-42.6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,4,4,3,4,4,8,8,8,8,8,8,8,7,8,8,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,,Denmark,56.2639,9.5018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,4,4,6,10,10,23,23,35,90,262,442,615,801,827,864,914,977,1057,1151,1255,1326,1395,1450,1558,1686,1830,1992,2147,2325,2507,2786,3032,3305,3666,3984,4270,4574,4951,5271,5499,5674,5851,6017,6161,6348,6515,6710,6902,7069,7208,7339,7517,7734,7895,8032,8267,8397,8520,8670,8827,8974,9127,9223,9338
95,,Djibouti,11.8251,42.5903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,3,11,11,12,14,18,18,30,33,40,41,42,50,81,81,110,110,113,149,176,255,308,362,516,654,654,742,742,831,789,732,667,633,610,556,572,476,445,423,424,424
96,,Dominican Republic,18.7357,-70.1627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,5,5,5,5,5,5,11,11,11,20,20,32,70,110,199,242,303,379,475,558,688,817,855,1053,1218,1304,1404,1404,1646,1709,1822,1953,2151,2396,2516,2663,2838,2941,3217,3344,3658,3806,4091,4313,4336,4459,4697,4719,4831,4947,5018,4965,5131,5370,5588,5771,6015
97,,Ecuador,-1.8312,-78.1834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,10,13,13,13,14,15,15,17,17,17,26,26,35,56,109,196,362,496,772,960,1052,1142,1366,1556,1772,1863,1899,2111,2597,2978,3158,3193,3366,3456,3456,4068,4354,6496,6531,6632,6577,6538,6690,6984,7191,7558,7933,8471,8671,9051,9295,20777,20777,20777,21020,21830,22235,22476,23360,23961,24674
98,,Egypt,26.0,30.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,14,14,47,53,57,32,39,51,80,87,121,160,158,218,238,243,257,291,302,340,369,390,419,437,465,507,548,606,703,758,848,978,1080,1152,1233,1275,1367,1317,1437,1583,1733,1881,1993,2107,2173,2262,2356,2448,2600,2723,2898,3041,3209,3379,3553,3764,4029,4256,4474
99,,El Salvador,13.7942,-88.8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,5,9,13,13,19,24,30,31,31,39,44,51,57,60,69,79,83,96,93,98,109,118,123,125,132,140,150,165,170,167,175,191,191,207,226,240,262,266,290,294,325
100,,Equatorial Guinea,1.5,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4,6,6,6,6,9,9,9,12,12,12,12,12,11,14,14,15,15,15,13,13,15,15,15,15,18,17,37,47,47,75,75,75,72,76,76,76,206,250,249,248,305,305,305,305,305,305
101,,Eritrea,15.1794,39.7823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,6,6,6,12,12,15,15,22,22,29,29,31,31,33,33,34,34,34,34,34,35,35,35,36,36,36,33,33,33,28,26,26,26,20,20,13,13,13,13
102,,Estonia,58.5953,25.0136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,3,10,10,10,10,12,16,16,79,115,170,204,224,257,266,282,305,324,350,362,395,529,563,624,656,692,715,741,802,901,967,1020,1027,1059,1089,1100,1141,1187,1186,1202,1227,1248,1265,1276,1312,1324,1330,1340,1331,1355,1353,1361,1361,1364,1370,1380,1388,1389,1390,1386
103,,Eswatini,-26.5225,31.4659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,4,4,4,4,6,9,9,9,9,9,9,9,9,9,9,6,6,5,5,5,5,7,8,7,7,7,7,13,13,15,22,22,22,25,45,48,54,60,80,87,93,95,99
104,,Ethiopia,9.145,40.4897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,5,5,6,6,9,9,7,7,12,12,12,16,15,20,19,24,27,26,32,34,37,38,46,49,50,58,56,58,57,65,67,74,78,86,89,92,95,92,92,89,90,79,71,73,69,69,64,61,57
105,,Fiji,-17.7134,178.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4,5,5,5,5,5,5,5,5,7,7,12,12,14,15,15,15,16,16,16,16,16,16,17,17,17,17,15,15,10,10,8,8,6,6,6,6,6,6,4,4
106,,Finland,64.0,26.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,5,5,5,5,11,14,14,22,29,39,58,58,154,224,234,267,311,326,390,440,512,615,689,781,867,943,1024,1148,1219,1329,1391,1419,1199,1295,1557,1599,1849,1974,2147,2263,2421,2556,2618,2705,2797,2865,1594,1707,1891,1989,1770,1873,1980,2112,1718,1789,1886,2002,1741,1900,1784,1833,1956,2024
107,French Guiana,France,3.9339,-53.1258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,5,7,11,11,11,11,15,18,12,14,17,22,22,22,22,22,37,37,36,36,35,39,39,38,38,43,40,40,40,35,35,35,35,35,35,32,32,27,20,13,22,23,23,23,23,31,31,31,29,29,29
